ID,BlendProperty1,BlendProperty2,BlendProperty3,BlendProperty4,BlendProperty5,BlendProperty6,BlendProperty7,BlendProperty8,BlendProperty9,BlendProperty10
1,0.045923955171457316,0.20189013173795664,0.614726534015331,0.7391412100832062,0.31187558540507543,0.746409712614276,0.6039014587753775,0.40966040589635777,-0.17674095657613065,0.2605344038871164
2,-0.8516264439463764,-0.5752594438606794,-1.0918064853954863,0.06324296090583795,-0.7268077831946202,-0.11452307998450531,-1.0842472974047073,-1.2432916120292352,-0.5727137249011334,0.01441482085255821
3,1.7726980821802272,1.208296545239205,1.1704701526563117,1.1068573932825625,1.7652869475856356,1.9130394034673475,1.1565811179696641,2.074447690310347,0.40388431309171097,2.2354348815790557
4,-0.43045913652943557,0.44513180245842415,0.6338101832499704,-0.5901018543955365,1.8061507092101188,-0.38974772623706666,0.6162358668283218,1.3488853715477307,0.6115929892381465,-0.905143825403733
5,0.2185561612195761,-1.1726831003972702,1.044320109944246,0.5404129962074835,1.754267299166642,0.04174422139334737,1.0341291591969555,-0.20391169141665916,-0.5295661188878618,0.8442673022896262
6,-1.4994795102963114,-1.730457389683459,0.49183210463602917,-1.575873790529522,-0.002198179807483977,-1.7187143477316913,0.4793366821989501,-0.0534519713217517,-0.9457224672198163,0.046983959884694323
7,1.213363619435701,0.500616964151123,-0.007689016954694938,-0.118011137744886,-0.10728758935007768,0.5347155503167884,-0.022558724637370624,0.19292390477714816,1.2181480181763742,0.18751979095087146
8,2.0433215175826707,1.2767809001562738,0.8852351516200745,1.374671978090399,-1.521254216767701,1.504597581263239,0.8703146909570191,1.0191086469966724,1.8196107718700825,0.5282166407815396
9,1.357392898882507,1.032384046695078,1.1188244414138317,1.7628306356018133,-0.5618837210355365,0.9378154933195804,1.0981126074925942,0.3368533849780705,1.0493745492677926,1.1022925434159816
10,-1.089040475270589,-0.8479705497387495,-2.03185476216437,-0.6812484561433823,-1.2285992864992128,-0.6576768053732475,-2.0020970544865833,0.3353760321485643,-0.5925125715859146,-1.3542686392186627
11,0.034751655094260765,0.6055251512505135,0.8848620050193691,0.4897028157758814,1.680620930658374,-0.15284141784446326,0.8705598370612927,0.07497997855188566,-0.7602028837536348,0.9955165128103098
12,1.2476968750717314,0.8658708647778219,0.7383990714533332,-0.45892825357963724,1.0892259170451708,0.4668938306885055,0.724277865231394,1.037525006484143,-0.24216847102677574,1.0130749139129107
13,0.6068300567411711,-0.47469978883316516,0.9539721297078898,0.03706545077364162,-1.337951335772032,2.0788273803420387,0.9277048133126662,0.8199681625360354,1.4177188914310204,1.8350691797889502
14,-0.3025040888993222,0.8570328166231302,0.6817707312288516,-0.8938983381377612,1.721114331317426,-0.41101555155329617,0.6594534350694762,0.07920234877295224,-1.145845826051604,-0.36550821613021056
15,0.5366916698966966,2.066642872363731,0.6408260300479975,1.6495495643888676,-0.22030515425905683,0.22828232126206327,0.6384466106140128,0.8469719219785735,0.5099420413916447,-0.4413271882976057
16,-0.13684501546083622,-0.8122774688767769,0.8056893194588008,-0.8285568493245936,0.5354081870121267,-1.1913458791294753,0.8466163891533164,-0.06602228992369312,-1.6290002538901591,-0.03550544755796578
17,-1.366439240916422,-1.3531774575040858,-0.11864248659324841,-1.5173477209477713,-0.8120181251613585,-0.06401393625696787,-0.1407825031430963,-0.8887829781293181,-0.29044378024049,-1.344663269107464
18,-0.2884529086872191,-0.4018328136847998,0.4396519142117533,-0.6723463417566553,-0.042464520731189004,-0.20366424912930609,0.4173856241254996,1.1080982451039982,-0.20892235588355096,-1.011283054745558
19,0.18792724849931827,-0.5159492002295595,0.8836769457677722,-0.7170845930440362,1.6133447412240856,-1.0219371352499138,0.8772914841123877,1.382543170820522,-1.3774898701932843,1.4391438078931795
